Game Number,Test Agent,Win Percentage,Draw Percentage,Loss Percentage
2340,random_player,0.585,0.16,0.255
2340,moderate_player,0.052,0.27,0.678
2340,advanced_player,0.066,0.249,0.685
2350,random_player,0.587,0.166,0.247
2350,moderate_player,0.044,0.261,0.695
2350,advanced_player,0.055,0.282,0.663
2360,random_player,0.574,0.159,0.267
2360,moderate_player,0.032,0.298,0.67
2360,advanced_player,0.053,0.275,0.672
2370,random_player,0.568,0.15,0.282
2370,moderate_player,0.05,0.283,0.667
2370,advanced_player,0.056,0.283,0.661
2380,random_player,0.584,0.158,0.258
2380,moderate_player,0.053,0.303,0.644
2380,advanced_player,0.056,0.279,0.665
2390,random_player,0.569,0.177,0.254
2390,moderate_player,0.044,0.291,0.665
2390,advanced_player,0.063,0.293,0.644
2400,random_player,0.579,0.154,0.267
2400,moderate_player,0.039,0.295,0.666
2400,advanced_player,0.057,0.277,0.666
2410,random_player,0.559,0.162,0.279
2410,moderate_player,0.04,0.275,0.685
2410,advanced_player,0.055,0.242,0.703
2420,random_player,0.538,0.191,0.271
2420,moderate_player,0.031,0.261,0.708
2420,advanced_player,0.045,0.277,0.678
2430,random_player,0.584,0.146,0.27
2430,moderate_player,0.044,0.304,0.652
2430,advanced_player,0.062,0.262,0.676
2440,random_player,0.565,0.159,0.276
2440,moderate_player,0.052,0.263,0.685
2440,advanced_player,0.065,0.269,0.666
2450,random_player,0.586,0.167,0.247
2450,moderate_player,0.044,0.302,0.654
2450,advanced_player,0.048,0.245,0.707
2460,random_player,0.597,0.145,0.258
2460,moderate_player,0.062,0.296,0.642
2460,advanced_player,0.056,0.236,0.708
2470,random_player,0.577,0.161,0.262
2470,moderate_player,0.044,0.301,0.655
2470,advanced_player,0.056,0.266,0.678
2480,random_player,0.601,0.163,0.236
2480,moderate_player,0.055,0.283,0.662
2480,advanced_player,0.055,0.284,0.661
2490,random_player,0.566,0.161,0.273
2490,moderate_player,0.056,0.281,0.663
2490,advanced_player,0.06,0.248,0.692
2500,random_player,0.569,0.157,0.274
2500,moderate_player,0.053,0.291,0.656
2500,advanced_player,0.06,0.236,0.704
2510,random_player,0.569,0.164,0.267
2510,moderate_player,0.054,0.288,0.658
2510,advanced_player,0.051,0.215,0.734
2520,random_player,0.588,0.156,0.256
2520,moderate_player,0.051,0.271,0.678
2520,advanced_player,0.07,0.208,0.722
2530,random_player,0.545,0.172,0.283
2530,moderate_player,0.045,0.292,0.663
2530,advanced_player,0.065,0.226,0.709
2540,random_player,0.579,0.159,0.262
2540,moderate_player,0.048,0.283,0.669
2540,advanced_player,0.057,0.222,0.721
2550,random_player,0.592,0.182,0.226
2550,moderate_player,0.037,0.293,0.67
2550,advanced_player,0.058,0.236,0.706
2560,random_player,0.576,0.165,0.259
2560,moderate_player,0.053,0.286,0.661
2560,advanced_player,0.059,0.228,0.713
2570,random_player,0.559,0.167,0.274
2570,moderate_player,0.047,0.296,0.657
2570,advanced_player,0.069,0.227,0.704
2580,random_player,0.58,0.173,0.247
2580,moderate_player,0.042,0.316,0.642
2580,advanced_player,0.053,0.232,0.715
2590,random_player,0.574,0.158,0.268
2590,moderate_player,0.045,0.273,0.682
2590,advanced_player,0.065,0.229,0.706
2600,random_player,0.557,0.162,0.281
2600,moderate_player,0.041,0.301,0.658
2600,advanced_player,0.06,0.211,0.729
2610,random_player,0.555,0.147,0.298
2610,moderate_player,0.05,0.279,0.671
2610,advanced_player,0.065,0.215,0.72
2620,random_player,0.563,0.167,0.27
2620,moderate_player,0.052,0.276,0.672
2620,advanced_player,0.063,0.22,0.717
2630,random_player,0.557,0.168,0.275
2630,moderate_player,0.044,0.28,0.676
2630,advanced_player,0.065,0.212,0.723
2640,random_player,0.539,0.184,0.277
2640,moderate_player,0.052,0.283,0.665
2640,advanced_player,0.066,0.212,0.722
2650,random_player,0.564,0.16,0.276
2650,moderate_player,0.034,0.268,0.698
2650,advanced_player,0.045,0.222,0.733
2660,random_player,0.55,0.158,0.292
2660,moderate_player,0.045,0.291,0.664
2660,advanced_player,0.05,0.22,0.73
2670,random_player,0.556,0.16,0.284
2670,moderate_player,0.053,0.273,0.674
2670,advanced_player,0.061,0.224,0.715
2680,random_player,0.575,0.161,0.264
2680,moderate_player,0.043,0.276,0.681
2680,advanced_player,0.043,0.237,0.72
2690,random_player,0.562,0.156,0.282
2690,moderate_player,0.045,0.263,0.692
2690,advanced_player,0.06,0.248,0.692
2700,random_player,0.557,0.16,0.283
2700,moderate_player,0.044,0.252,0.704
2700,advanced_player,0.056,0.228,0.716
2710,random_player,0.536,0.174,0.29
2710,moderate_player,0.039,0.258,0.703
2710,advanced_player,0.062,0.233,0.705
2720,random_player,0.521,0.174,0.305
2720,moderate_player,0.03,0.271,0.699
2720,advanced_player,0.044,0.226,0.73
2730,random_player,0.539,0.18,0.281
2730,moderate_player,0.042,0.282,0.676
2730,advanced_player,0.047,0.204,0.749
2740,random_player,0.538,0.161,0.301
2740,moderate_player,0.053,0.243,0.704
2740,advanced_player,0.049,0.21,0.741
2750,random_player,0.519,0.18,0.301
2750,moderate_player,0.047,0.269,0.684
2750,advanced_player,0.061,0.179,0.76
2760,random_player,0.526,0.171,0.303
2760,moderate_player,0.036,0.254,0.71
2760,advanced_player,0.047,0.219,0.734
2770,random_player,0.525,0.193,0.282
2770,moderate_player,0.04,0.248,0.712
2770,advanced_player,0.054,0.225,0.721
2780,random_player,0.526,0.172,0.302
2780,moderate_player,0.05,0.248,0.702
2780,advanced_player,0.057,0.203,0.74
2790,random_player,0.544,0.161,0.295
2790,moderate_player,0.036,0.264,0.7
2790,advanced_player,0.056,0.208,0.736
2800,random_player,0.531,0.182,0.287
2800,moderate_player,0.049,0.267,0.684
2800,advanced_player,0.047,0.216,0.737
2810,random_player,0.554,0.162,0.284
2810,moderate_player,0.053,0.247,0.7
2810,advanced_player,0.047,0.2,0.753
2820,random_player,0.54,0.164,0.296
2820,moderate_player,0.036,0.258,0.706
2820,advanced_player,0.056,0.2,0.744
2830,random_player,0.56,0.168,0.272
2830,moderate_player,0.028,0.262,0.71
2830,advanced_player,0.048,0.218,0.734
2840,random_player,0.529,0.192,0.279
2840,moderate_player,0.041,0.273,0.686
2840,advanced_player,0.051,0.195,0.754
2850,random_player,0.511,0.182,0.307
2850,moderate_player,0.029,0.256,0.715
2850,advanced_player,0.052,0.197,0.751
2860,random_player,0.496,0.205,0.299
2860,moderate_player,0.041,0.22,0.739
2860,advanced_player,0.044,0.204,0.752
2870,random_player,0.542,0.175,0.283
2870,moderate_player,0.041,0.23,0.729
2870,advanced_player,0.062,0.182,0.756
2880,random_player,0.511,0.19,0.299
2880,moderate_player,0.045,0.231,0.724
2880,advanced_player,0.039,0.214,0.747
2890,random_player,0.506,0.203,0.291
2890,moderate_player,0.048,0.245,0.707
2890,advanced_player,0.055,0.189,0.756
2900,random_player,0.539,0.177,0.284
2900,moderate_player,0.055,0.241,0.704
2900,advanced_player,0.045,0.21,0.745
2910,random_player,0.53,0.174,0.296
2910,moderate_player,0.045,0.258,0.697
2910,advanced_player,0.042,0.189,0.769
2920,random_player,0.543,0.185,0.272
2920,moderate_player,0.031,0.246,0.723
2920,advanced_player,0.05,0.212,0.738
2930,random_player,0.493,0.198,0.309
2930,moderate_player,0.049,0.226,0.725
2930,advanced_player,0.061,0.19,0.749
2940,random_player,0.515,0.18,0.305
2940,moderate_player,0.037,0.267,0.696
2940,advanced_player,0.052,0.186,0.762
2950,random_player,0.549,0.176,0.275
2950,moderate_player,0.052,0.227,0.721
2950,advanced_player,0.064,0.173,0.763
2960,random_player,0.541,0.195,0.264
2960,moderate_player,0.041,0.252,0.707
2960,advanced_player,0.065,0.194,0.741
2970,random_player,0.522,0.187,0.291
2970,moderate_player,0.05,0.249,0.701
2970,advanced_player,0.056,0.189,0.755
2980,random_player,0.522,0.202,0.276
2980,moderate_player,0.055,0.265,0.68
2980,advanced_player,0.049,0.186,0.765
2990,random_player,0.519,0.184,0.297
2990,moderate_player,0.043,0.239,0.718
2990,advanced_player,0.042,0.193,0.765
3000,random_player,0.539,0.175,0.286
3000,moderate_player,0.05,0.282,0.668
3000,advanced_player,0.063,0.194,0.743
3010,random_player,0.529,0.189,0.282
3010,moderate_player,0.035,0.259,0.706
3010,advanced_player,0.045,0.204,0.751
3020,random_player,0.539,0.208,0.253
3020,moderate_player,0.042,0.261,0.697
3020,advanced_player,0.051,0.194,0.755
3030,random_player,0.532,0.175,0.293
3030,moderate_player,0.046,0.259,0.695
3030,advanced_player,0.062,0.214,0.724
3040,random_player,0.501,0.202,0.297
3040,moderate_player,0.059,0.241,0.7
3040,advanced_player,0.032,0.198,0.77
3050,random_player,0.525,0.194,0.281
3050,moderate_player,0.054,0.262,0.684
3050,advanced_player,0.048,0.188,0.764
3060,random_player,0.53,0.186,0.284
3060,moderate_player,0.044,0.247,0.709
3060,advanced_player,0.049,0.188,0.763
3070,random_player,0.516,0.181,0.303
3070,moderate_player,0.033,0.241,0.726
3070,advanced_player,0.049,0.194,0.757
3080,random_player,0.557,0.171,0.272
3080,moderate_player,0.036,0.249,0.715
3080,advanced_player,0.048,0.218,0.734
3090,random_player,0.532,0.199,0.269
3090,moderate_player,0.049,0.262,0.689
3090,advanced_player,0.04,0.176,0.784
3100,random_player,0.517,0.188,0.295
3100,moderate_player,0.045,0.269,0.686
3100,advanced_player,0.057,0.196,0.747
3110,random_player,0.55,0.184,0.266
3110,moderate_player,0.043,0.257,0.7
3110,advanced_player,0.067,0.186,0.747
3120,random_player,0.537,0.185,0.278
3120,moderate_player,0.054,0.258,0.688
3120,advanced_player,0.043,0.211,0.746
3130,random_player,0.543,0.175,0.282
3130,moderate_player,0.045,0.255,0.7
3130,advanced_player,0.057,0.18,0.763
3140,random_player,0.535,0.189,0.276
3140,moderate_player,0.037,0.268,0.695
3140,advanced_player,0.043,0.187,0.77
3150,random_player,0.549,0.198,0.253
3150,moderate_player,0.038,0.267,0.695
3150,advanced_player,0.058,0.202,0.74
3160,random_player,0.525,0.182,0.293
3160,moderate_player,0.056,0.246,0.698
3160,advanced_player,0.039,0.201,0.76
3170,random_player,0.518,0.198,0.284
3170,moderate_player,0.062,0.264,0.674
3170,advanced_player,0.062,0.181,0.757
3180,random_player,0.552,0.166,0.282
3180,moderate_player,0.067,0.26,0.673
3180,advanced_player,0.046,0.218,0.736
3190,random_player,0.532,0.179,0.289
3190,moderate_player,0.072,0.25,0.678
3190,advanced_player,0.05,0.224,0.726
3200,random_player,0.557,0.188,0.255
3200,moderate_player,0.066,0.263,0.671
3200,advanced_player,0.046,0.215,0.739
3210,random_player,0.55,0.191,0.259
3210,moderate_player,0.069,0.266,0.665
3210,advanced_player,0.047,0.207,0.746
3220,random_player,0.552,0.172,0.276
3220,moderate_player,0.068,0.27,0.662
3220,advanced_player,0.05,0.196,0.754
3230,random_player,0.568,0.182,0.25
3230,moderate_player,0.064,0.251,0.685
3230,advanced_player,0.058,0.19,0.752
3240,random_player,0.567,0.176,0.257
3240,moderate_player,0.082,0.256,0.662
3240,advanced_player,0.042,0.202,0.756
3250,random_player,0.534,0.194,0.272
3250,moderate_player,0.07,0.288,0.642
3250,advanced_player,0.046,0.197,0.757
3260,random_player,0.569,0.175,0.256
3260,moderate_player,0.067,0.262,0.671
3260,advanced_player,0.05,0.194,0.756
3270,random_player,0.553,0.19,0.257
3270,moderate_player,0.064,0.269,0.667
3270,advanced_player,0.043,0.199,0.758
3280,random_player,0.53,0.187,0.283
3280,moderate_player,0.055,0.269,0.676
3280,advanced_player,0.054,0.217,0.729
3290,random_player,0.551,0.196,0.253
3290,moderate_player,0.069,0.252,0.679
3290,advanced_player,0.05,0.19,0.76
3300,random_player,0.569,0.179,0.252
3300,moderate_player,0.065,0.266,0.669
3300,advanced_player,0.033,0.212,0.755
3310,random_player,0.565,0.191,0.244
3310,moderate_player,0.058,0.26,0.682
3310,advanced_player,0.039,0.202,0.759
3320,random_player,0.575,0.163,0.262
3320,moderate_player,0.079,0.27,0.651
3320,advanced_player,0.051,0.194,0.755
3330,random_player,0.552,0.17,0.278
3330,moderate_player,0.056,0.257,0.687
3330,advanced_player,0.051,0.187,0.762
3340,random_player,0.536,0.194,0.27
3340,moderate_player,0.071,0.261,0.668
3340,advanced_player,0.054,0.201,0.745
3350,random_player,0.545,0.193,0.262
3350,moderate_player,0.074,0.264,0.662
3350,advanced_player,0.053,0.193,0.754
3360,random_player,0.563,0.176,0.261
3360,moderate_player,0.07,0.253,0.677
3360,advanced_player,0.056,0.205,0.739
3370,random_player,0.56,0.177,0.263
3370,moderate_player,0.056,0.264,0.68
3370,advanced_player,0.051,0.169,0.78
3380,random_player,0.534,0.173,0.293
3380,moderate_player,0.068,0.267,0.665
3380,advanced_player,0.046,0.171,0.783
3390,random_player,0.54,0.192,0.268
3390,moderate_player,0.063,0.258,0.679
3390,advanced_player,0.044,0.165,0.791
3400,random_player,0.574,0.167,0.259
3400,moderate_player,0.079,0.257,0.664
3400,advanced_player,0.047,0.191,0.762
3410,random_player,0.537,0.196,0.267
3410,moderate_player,0.069,0.256,0.675
3410,advanced_player,0.043,0.17,0.787
3420,random_player,0.545,0.194,0.261
3420,moderate_player,0.06,0.262,0.678
3420,advanced_player,0.041,0.174,0.785
3430,random_player,0.543,0.182,0.275
3430,moderate_player,0.055,0.282,0.663
3430,advanced_player,0.05,0.167,0.783
3440,random_player,0.575,0.151,0.274
3440,moderate_player,0.063,0.254,0.683
3440,advanced_player,0.053,0.179,0.768
3450,random_player,0.568,0.172,0.26
3450,moderate_player,0.064,0.247,0.689
3450,advanced_player,0.044,0.177,0.779
3460,random_player,0.558,0.178,0.264
3460,moderate_player,0.062,0.287,0.651
3460,advanced_player,0.054,0.164,0.782
3470,random_player,0.556,0.173,0.271
3470,moderate_player,0.072,0.243,0.685
3470,advanced_player,0.041,0.171,0.788
3480,random_player,0.551,0.195,0.254
3480,moderate_player,0.069,0.274,0.657
3480,advanced_player,0.049,0.187,0.764
3490,random_player,0.569,0.187,0.244
3490,moderate_player,0.08,0.25,0.67
3490,advanced_player,0.055,0.155,0.79
3500,random_player,0.574,0.187,0.239
3500,moderate_player,0.063,0.25,0.687
3500,advanced_player,0.04,0.198,0.762
3510,random_player,0.562,0.17,0.268
3510,moderate_player,0.05,0.275,0.675
3510,advanced_player,0.055,0.183,0.762
3520,random_player,0.56,0.194,0.246
3520,moderate_player,0.071,0.279,0.65
3520,advanced_player,0.047,0.175,0.778
3530,random_player,0.566,0.186,0.248
3530,moderate_player,0.064,0.283,0.653
3530,advanced_player,0.047,0.182,0.771
3540,random_player,0.619,0.139,0.242
3540,moderate_player,0.073,0.259,0.668
3540,advanced_player,0.044,0.181,0.775
3550,random_player,0.587,0.152,0.261
3550,moderate_player,0.073,0.257,0.67
3550,advanced_player,0.042,0.175,0.783
3560,random_player,0.587,0.183,0.23
3560,moderate_player,0.07,0.289,0.641
3560,advanced_player,0.05,0.181,0.769
3570,random_player,0.562,0.181,0.257
3570,moderate_player,0.07,0.274,0.656
3570,advanced_player,0.047,0.182,0.771
3580,random_player,0.596,0.173,0.231
3580,moderate_player,0.073,0.288,0.639
3580,advanced_player,0.042,0.18,0.778
3590,random_player,0.596,0.167,0.237
3590,moderate_player,0.062,0.284,0.654
3590,advanced_player,0.048,0.192,0.76
3600,random_player,0.608,0.181,0.211
3600,moderate_player,0.049,0.306,0.645
3600,advanced_player,0.039,0.172,0.789
3610,random_player,0.602,0.183,0.215
3610,moderate_player,0.062,0.306,0.632
3610,advanced_player,0.045,0.18,0.775
3620,random_player,0.609,0.183,0.208
3620,moderate_player,0.079,0.264,0.657
3620,advanced_player,0.044,0.19,0.766
3630,random_player,0.601,0.175,0.224
3630,moderate_player,0.081,0.273,0.646
3630,advanced_player,0.044,0.174,0.782
3640,random_player,0.604,0.171,0.225
3640,moderate_player,0.074,0.275,0.651
3640,advanced_player,0.051,0.187,0.762
3650,random_player,0.585,0.19,0.225
3650,moderate_player,0.067,0.283,0.65
3650,advanced_player,0.052,0.172,0.776
3660,random_player,0.637,0.157,0.206
3660,moderate_player,0.07,0.286,0.644
3660,advanced_player,0.045,0.185,0.77
3670,random_player,0.608,0.175,0.217
3670,moderate_player,0.066,0.269,0.665
3670,advanced_player,0.045,0.18,0.775
3680,random_player,0.575,0.173,0.252
3680,moderate_player,0.065,0.292,0.643
3680,advanced_player,0.046,0.206,0.748
3690,random_player,0.618,0.171,0.211
3690,moderate_player,0.068,0.285,0.647
3690,advanced_player,0.05,0.174,0.776
3700,random_player,0.624,0.177,0.199
3700,moderate_player,0.07,0.318,0.612
3700,advanced_player,0.048,0.199,0.753
3710,random_player,0.615,0.166,0.219
3710,moderate_player,0.068,0.276,0.656
3710,advanced_player,0.04,0.199,0.761
3720,random_player,0.609,0.164,0.227
3720,moderate_player,0.073,0.311,0.616
3720,advanced_player,0.038,0.179,0.783
3730,random_player,0.59,0.164,0.246
3730,moderate_player,0.062,0.302,0.636
3730,advanced_player,0.042,0.171,0.787
3740,random_player,0.611,0.171,0.218
3740,moderate_player,0.083,0.31,0.607
3740,advanced_player,0.059,0.176,0.765
3750,random_player,0.612,0.165,0.223
3750,moderate_player,0.074,0.296,0.63
3750,advanced_player,0.049,0.187,0.764
3760,random_player,0.604,0.192,0.204
3760,moderate_player,0.084,0.265,0.651
3760,advanced_player,0.035,0.172,0.793
3770,random_player,0.611,0.167,0.222
3770,moderate_player,0.068,0.294,0.638
3770,advanced_player,0.04,0.2,0.76
3780,random_player,0.605,0.192,0.203
3780,moderate_player,0.078,0.298,0.624
3780,advanced_player,0.049,0.182,0.769
3790,random_player,0.608,0.165,0.227
3790,moderate_player,0.062,0.296,0.642
3790,advanced_player,0.037,0.2,0.763
3800,random_player,0.613,0.178,0.209
3800,moderate_player,0.081,0.299,0.62
3800,advanced_player,0.046,0.207,0.747
3810,random_player,0.607,0.168,0.225
3810,moderate_player,0.082,0.299,0.619
3810,advanced_player,0.045,0.21,0.745
3820,random_player,0.598,0.162,0.24
3820,moderate_player,0.07,0.302,0.628
3820,advanced_player,0.06,0.172,0.768
3830,random_player,0.609,0.15,0.241
3830,moderate_player,0.076,0.278,0.646
3830,advanced_player,0.05,0.198,0.752
3840,random_player,0.62,0.184,0.196
3840,moderate_player,0.076,0.271,0.653
3840,advanced_player,0.05,0.214,0.736
3850,random_player,0.595,0.157,0.248
3850,moderate_player,0.073,0.283,0.644
3850,advanced_player,0.048,0.204,0.748
3860,random_player,0.625,0.143,0.232
3860,moderate_player,0.087,0.276,0.637
3860,advanced_player,0.041,0.209,0.75
3870,random_player,0.572,0.166,0.262
3870,moderate_player,0.058,0.264,0.678
3870,advanced_player,0.058,0.167,0.775
3880,random_player,0.551,0.204,0.245
3880,moderate_player,0.069,0.258,0.673
3880,advanced_player,0.043,0.187,0.77
3890,random_player,0.562,0.175,0.263
3890,moderate_player,0.074,0.278,0.648
3890,advanced_player,0.033,0.169,0.798
3900,random_player,0.563,0.189,0.248
3900,moderate_player,0.064,0.268,0.668
3900,advanced_player,0.045,0.176,0.779
3910,random_player,0.574,0.196,0.23
3910,moderate_player,0.067,0.284,0.649
3910,advanced_player,0.038,0.205,0.757
3920,random_player,0.592,0.181,0.227
3920,moderate_player,0.073,0.306,0.621
3920,advanced_player,0.045,0.187,0.768
3930,random_player,0.595,0.187,0.218
3930,moderate_player,0.069,0.27,0.661
3930,advanced_player,0.038,0.199,0.763
3940,random_player,0.572,0.205,0.223
3940,moderate_player,0.072,0.3,0.628
3940,advanced_player,0.049,0.191,0.76
3950,random_player,0.563,0.183,0.254
3950,moderate_player,0.07,0.291,0.639
3950,advanced_player,0.05,0.192,0.758
3960,random_player,0.583,0.185,0.232
3960,moderate_player,0.089,0.285,0.626
3960,advanced_player,0.046,0.204,0.75
3970,random_player,0.566,0.195,0.239
3970,moderate_player,0.086,0.273,0.641
3970,advanced_player,0.044,0.224,0.732
3980,random_player,0.557,0.197,0.246
3980,moderate_player,0.075,0.26,0.665
3980,advanced_player,0.042,0.152,0.806
3990,random_player,0.594,0.174,0.232
3990,moderate_player,0.075,0.289,0.636
3990,advanced_player,0.057,0.154,0.789
4000,random_player,0.602,0.181,0.217
4000,moderate_player,0.061,0.303,0.636
4000,advanced_player,0.044,0.177,0.779
4010,random_player,0.589,0.177,0.234
4010,moderate_player,0.067,0.28,0.653
4010,advanced_player,0.046,0.163,0.791
4020,random_player,0.608,0.171,0.221
4020,moderate_player,0.069,0.297,0.634
4020,advanced_player,0.048,0.165,0.787
4030,random_player,0.592,0.176,0.232
4030,moderate_player,0.068,0.288,0.644
4030,advanced_player,0.049,0.158,0.793
4040,random_player,0.634,0.153,0.213
4040,moderate_player,0.083,0.272,0.645
4040,advanced_player,0.047,0.184,0.769
4050,random_player,0.623,0.157,0.22
4050,moderate_player,0.077,0.287,0.636
4050,advanced_player,0.045,0.163,0.792
4060,random_player,0.587,0.182,0.231
4060,moderate_player,0.071,0.291,0.638
4060,advanced_player,0.043,0.179,0.778
4070,random_player,0.601,0.181,0.218
4070,moderate_player,0.074,0.258,0.668
4070,advanced_player,0.036,0.192,0.772
4080,random_player,0.591,0.186,0.223
4080,moderate_player,0.069,0.277,0.654
4080,advanced_player,0.039,0.19,0.771
4090,random_player,0.576,0.178,0.246
4090,moderate_player,0.077,0.274,0.649
4090,advanced_player,0.045,0.191,0.764
4100,random_player,0.618,0.163,0.219
4100,moderate_player,0.077,0.274,0.649
4100,advanced_player,0.049,0.19,0.761
4110,random_player,0.592,0.184,0.224
4110,moderate_player,0.088,0.265,0.647
4110,advanced_player,0.045,0.186,0.769
4120,random_player,0.574,0.2,0.226
4120,moderate_player,0.074,0.287,0.639
4120,advanced_player,0.047,0.178,0.775
4130,random_player,0.613,0.168,0.219
4130,moderate_player,0.081,0.279,0.64
4130,advanced_player,0.053,0.175,0.772
4140,random_player,0.604,0.188,0.208
4140,moderate_player,0.081,0.281,0.638
4140,advanced_player,0.053,0.177,0.77
4150,random_player,0.6,0.164,0.236
4150,moderate_player,0.079,0.283,0.638
4150,advanced_player,0.053,0.177,0.77
4160,random_player,0.612,0.181,0.207
4160,moderate_player,0.067,0.278,0.655
4160,advanced_player,0.045,0.179,0.776
4170,random_player,0.588,0.188,0.224
4170,moderate_player,0.072,0.274,0.654
4170,advanced_player,0.037,0.191,0.772
4180,random_player,0.594,0.178,0.228
4180,moderate_player,0.056,0.283,0.661
4180,advanced_player,0.054,0.159,0.787
4190,random_player,0.574,0.205,0.221
4190,moderate_player,0.07,0.271,0.659
4190,advanced_player,0.045,0.182,0.773
4200,random_player,0.567,0.191,0.242
4200,moderate_player,0.064,0.283,0.653
4200,advanced_player,0.045,0.185,0.77
4210,random_player,0.596,0.191,0.213
4210,moderate_player,0.077,0.279,0.644
4210,advanced_player,0.05,0.186,0.764
4220,random_player,0.57,0.178,0.252
4220,moderate_player,0.062,0.265,0.673
4220,advanced_player,0.04,0.169,0.791
4230,random_player,0.582,0.185,0.233
4230,moderate_player,0.079,0.277,0.644
4230,advanced_player,0.045,0.142,0.813
4240,random_player,0.566,0.19,0.244
4240,moderate_player,0.072,0.273,0.655
4240,advanced_player,0.052,0.169,0.779
4250,random_player,0.603,0.167,0.23
4250,moderate_player,0.056,0.255,0.689
4250,advanced_player,0.046,0.191,0.763
4260,random_player,0.584,0.197,0.219
4260,moderate_player,0.058,0.264,0.678
4260,advanced_player,0.044,0.153,0.803
4270,random_player,0.588,0.186,0.226
4270,moderate_player,0.088,0.255,0.657
4270,advanced_player,0.048,0.172,0.78
4280,random_player,0.586,0.187,0.227
4280,moderate_player,0.063,0.237,0.7
4280,advanced_player,0.039,0.181,0.78
4290,random_player,0.582,0.195,0.223
4290,moderate_player,0.055,0.252,0.693
4290,advanced_player,0.046,0.179,0.775
4300,random_player,0.605,0.17,0.225
4300,moderate_player,0.057,0.282,0.661
4300,advanced_player,0.05,0.177,0.773
4310,random_player,0.58,0.202,0.218
4310,moderate_player,0.061,0.262,0.677
4310,advanced_player,0.049,0.181,0.77
4320,random_player,0.601,0.176,0.223
4320,moderate_player,0.057,0.262,0.681
4320,advanced_player,0.045,0.163,0.792
4330,random_player,0.571,0.196,0.233
4330,moderate_player,0.067,0.283,0.65
4330,advanced_player,0.052,0.173,0.775
4340,random_player,0.585,0.174,0.241
4340,moderate_player,0.058,0.269,0.673
4340,advanced_player,0.044,0.185,0.771
4350,random_player,0.601,0.169,0.23
4350,moderate_player,0.072,0.264,0.664
4350,advanced_player,0.05,0.187,0.763
4360,random_player,0.606,0.174,0.22
4360,moderate_player,0.054,0.262,0.684
4360,advanced_player,0.041,0.164,0.795
4370,random_player,0.583,0.209,0.208
4370,moderate_player,0.068,0.261,0.671
4370,advanced_player,0.044,0.167,0.789
4380,random_player,0.611,0.186,0.203
4380,moderate_player,0.066,0.269,0.665
4380,advanced_player,0.033,0.178,0.789
4390,random_player,0.611,0.184,0.205
4390,moderate_player,0.059,0.268,0.673
4390,advanced_player,0.04,0.161,0.799
4400,random_player,0.604,0.16,0.236
4400,moderate_player,0.062,0.257,0.681
4400,advanced_player,0.038,0.166,0.796
4410,random_player,0.58,0.184,0.236
4410,moderate_player,0.057,0.261,0.682
4410,advanced_player,0.04,0.153,0.807
4420,random_player,0.595,0.183,0.222
4420,moderate_player,0.043,0.248,0.709
4420,advanced_player,0.052,0.144,0.804
4430,random_player,0.597,0.183,0.22
4430,moderate_player,0.057,0.259,0.684
4430,advanced_player,0.042,0.141,0.817
4440,random_player,0.59,0.187,0.223
4440,moderate_player,0.057,0.273,0.67
4440,advanced_player,0.042,0.153,0.805
4450,random_player,0.569,0.206,0.225
4450,moderate_player,0.045,0.273,0.682
4450,advanced_player,0.041,0.145,0.814
4460,random_player,0.597,0.18,0.223
4460,moderate_player,0.051,0.244,0.705
4460,advanced_player,0.05,0.146,0.804
4470,random_player,0.575,0.199,0.226
4470,moderate_player,0.052,0.284,0.664
4470,advanced_player,0.047,0.143,0.81
4480,random_player,0.562,0.204,0.234
4480,moderate_player,0.039,0.273,0.688
4480,advanced_player,0.034,0.153,0.813
4490,random_player,0.593,0.194,0.213
4490,moderate_player,0.051,0.273,0.676
4490,advanced_player,0.045,0.193,0.762
4500,random_player,0.614,0.154,0.232
4500,moderate_player,0.045,0.281,0.674
4500,advanced_player,0.04,0.179,0.781
4510,random_player,0.595,0.183,0.222
4510,moderate_player,0.046,0.261,0.693
4510,advanced_player,0.034,0.183,0.783
4520,random_player,0.567,0.198,0.235
4520,moderate_player,0.046,0.289,0.665
4520,advanced_player,0.047,0.168,0.785
4530,random_player,0.578,0.187,0.235
4530,moderate_player,0.047,0.29,0.663
4530,advanced_player,0.054,0.193,0.753
4540,random_player,0.604,0.168,0.228
4540,moderate_player,0.06,0.268,0.672
4540,advanced_player,0.032,0.187,0.781
4550,random_player,0.601,0.193,0.206
4550,moderate_player,0.047,0.258,0.695
4550,advanced_player,0.044,0.187,0.769
4560,random_player,0.582,0.196,0.222
4560,moderate_player,0.056,0.291,0.653
4560,advanced_player,0.05,0.189,0.761
4570,random_player,0.59,0.196,0.214
4570,moderate_player,0.059,0.288,0.653
4570,advanced_player,0.054,0.174,0.772
4580,random_player,0.598,0.2,0.202
4580,moderate_player,0.05,0.297,0.653
4580,advanced_player,0.049,0.173,0.778
4590,random_player,0.584,0.21,0.206
4590,moderate_player,0.067,0.283,0.65
4590,advanced_player,0.037,0.187,0.776
4600,random_player,0.604,0.184,0.212
4600,moderate_player,0.055,0.326,0.619
4600,advanced_player,0.047,0.18,0.773
4610,random_player,0.607,0.181,0.212
4610,moderate_player,0.057,0.292,0.651
4610,advanced_player,0.045,0.17,0.785
4620,random_player,0.539,0.208,0.253
4620,moderate_player,0.068,0.337,0.595
