Game Number,Test Agent,Win Percentage,Draw Percentage,Loss Percentage
9200,random_player,0.57,0.164,0.266
9200,moderate_player,0.076,0.224,0.7
9200,advanced_player,0.056,0.138,0.806
9210,random_player,0.557,0.175,0.268
9210,moderate_player,0.063,0.234,0.703
9210,advanced_player,0.063,0.131,0.806
9220,random_player,0.574,0.184,0.242
9220,moderate_player,0.064,0.235,0.701
9220,advanced_player,0.044,0.122,0.834
9230,random_player,0.55,0.175,0.275
9230,moderate_player,0.07,0.213,0.717
9230,advanced_player,0.053,0.128,0.819
9240,random_player,0.573,0.184,0.243
9240,moderate_player,0.06,0.233,0.707
9240,advanced_player,0.061,0.129,0.81
9250,random_player,0.567,0.179,0.254
9250,moderate_player,0.064,0.215,0.721
9250,advanced_player,0.054,0.127,0.819
9260,random_player,0.551,0.181,0.268
9260,moderate_player,0.064,0.247,0.689
9260,advanced_player,0.054,0.137,0.809
9270,random_player,0.563,0.168,0.269
9270,moderate_player,0.064,0.204,0.732
9270,advanced_player,0.051,0.128,0.821
9280,random_player,0.552,0.185,0.263
9280,moderate_player,0.071,0.194,0.735
9280,advanced_player,0.058,0.146,0.796
9290,random_player,0.529,0.206,0.265
9290,moderate_player,0.061,0.204,0.735
9290,advanced_player,0.053,0.117,0.83
9300,random_player,0.55,0.162,0.288
9300,moderate_player,0.065,0.234,0.701
9300,advanced_player,0.061,0.122,0.817
9310,random_player,0.536,0.194,0.27
9310,moderate_player,0.079,0.228,0.693
9310,advanced_player,0.058,0.135,0.807
9320,random_player,0.55,0.198,0.252
9320,moderate_player,0.059,0.23,0.711
9320,advanced_player,0.052,0.127,0.821
9330,random_player,0.555,0.185,0.26
9330,moderate_player,0.076,0.216,0.708
9330,advanced_player,0.065,0.135,0.8
9340,random_player,0.553,0.175,0.272
9340,moderate_player,0.087,0.216,0.697
9340,advanced_player,0.061,0.145,0.794
9350,random_player,0.536,0.174,0.29
9350,moderate_player,0.062,0.231,0.707
9350,advanced_player,0.062,0.131,0.807
9360,random_player,0.541,0.188,0.271
9360,moderate_player,0.06,0.237,0.703
9360,advanced_player,0.044,0.123,0.833
9370,random_player,0.556,0.184,0.26
9370,moderate_player,0.057,0.248,0.695
9370,advanced_player,0.055,0.138,0.807
9380,random_player,0.523,0.164,0.313
9380,moderate_player,0.062,0.228,0.71
9380,advanced_player,0.059,0.129,0.812
9390,random_player,0.56,0.166,0.274
9390,moderate_player,0.058,0.224,0.718
9390,advanced_player,0.05,0.141,0.809
9400,random_player,0.555,0.182,0.263
9400,moderate_player,0.059,0.208,0.733
9400,advanced_player,0.039,0.129,0.832
9410,random_player,0.523,0.193,0.284
9410,moderate_player,0.053,0.239,0.708
9410,advanced_player,0.052,0.108,0.84
9420,random_player,0.552,0.169,0.279
9420,moderate_player,0.071,0.235,0.694
9420,advanced_player,0.041,0.137,0.822
9430,random_player,0.567,0.178,0.255
9430,moderate_player,0.075,0.227,0.698
9430,advanced_player,0.04,0.118,0.842
9440,random_player,0.528,0.176,0.296
9440,moderate_player,0.053,0.221,0.726
9440,advanced_player,0.041,0.131,0.828
9450,random_player,0.546,0.185,0.269
9450,moderate_player,0.053,0.213,0.734
9450,advanced_player,0.042,0.123,0.835
9460,random_player,0.519,0.197,0.284
9460,moderate_player,0.06,0.248,0.692
9460,advanced_player,0.03,0.132,0.838
9470,random_player,0.546,0.189,0.265
9470,moderate_player,0.055,0.224,0.721
9470,advanced_player,0.035,0.127,0.838
9480,random_player,0.534,0.185,0.281
9480,moderate_player,0.061,0.219,0.72
9480,advanced_player,0.034,0.124,0.842
9490,random_player,0.553,0.171,0.276
9490,moderate_player,0.06,0.235,0.705
9490,advanced_player,0.043,0.128,0.829
9500,random_player,0.565,0.174,0.261
9500,moderate_player,0.071,0.237,0.692
9500,advanced_player,0.037,0.13,0.833
9510,random_player,0.548,0.182,0.27
9510,moderate_player,0.054,0.246,0.7
9510,advanced_player,0.047,0.132,0.821
9520,random_player,0.553,0.186,0.261
9520,moderate_player,0.045,0.25,0.705
9520,advanced_player,0.045,0.138,0.817
9530,random_player,0.534,0.182,0.284
9530,moderate_player,0.066,0.236,0.698
9530,advanced_player,0.049,0.144,0.807
9540,random_player,0.528,0.181,0.291
9540,moderate_player,0.065,0.241,0.694
9540,advanced_player,0.033,0.141,0.826
9550,random_player,0.546,0.19,0.264
9550,moderate_player,0.064,0.213,0.723
9550,advanced_player,0.046,0.143,0.811
9560,random_player,0.571,0.184,0.245
9560,moderate_player,0.068,0.227,0.705
9560,advanced_player,0.031,0.158,0.811
9570,random_player,0.561,0.185,0.254
9570,moderate_player,0.067,0.233,0.7
9570,advanced_player,0.046,0.132,0.822
9580,random_player,0.548,0.189,0.263
9580,moderate_player,0.055,0.262,0.683
9580,advanced_player,0.04,0.127,0.833
9590,random_player,0.544,0.201,0.255
9590,moderate_player,0.062,0.253,0.685
9590,advanced_player,0.037,0.11,0.853
9600,random_player,0.534,0.187,0.279
9600,moderate_player,0.062,0.23,0.708
9600,advanced_player,0.039,0.152,0.809
9610,random_player,0.56,0.168,0.272
9610,moderate_player,0.068,0.238,0.694
9610,advanced_player,0.049,0.105,0.846
9620,random_player,0.524,0.182,0.294
9620,moderate_player,0.065,0.243,0.692
9620,advanced_player,0.056,0.13,0.814
9630,random_player,0.55,0.188,0.262
9630,moderate_player,0.072,0.228,0.7
9630,advanced_player,0.054,0.12,0.826
9640,random_player,0.552,0.184,0.264
9640,moderate_player,0.068,0.236,0.696
9640,advanced_player,0.057,0.123,0.82
9650,random_player,0.556,0.186,0.258
9650,moderate_player,0.057,0.234,0.709
9650,advanced_player,0.047,0.125,0.828
9660,random_player,0.571,0.167,0.262
9660,moderate_player,0.076,0.232,0.692
9660,advanced_player,0.034,0.108,0.858
9670,random_player,0.573,0.183,0.244
9670,moderate_player,0.059,0.247,0.694
9670,advanced_player,0.041,0.135,0.824
9680,random_player,0.583,0.159,0.258
9680,moderate_player,0.07,0.263,0.667
9680,advanced_player,0.051,0.146,0.803
9690,random_player,0.545,0.204,0.251
9690,moderate_player,0.061,0.227,0.712
9690,advanced_player,0.056,0.117,0.827
9700,random_player,0.596,0.157,0.247
9700,moderate_player,0.054,0.261,0.685
9700,advanced_player,0.037,0.131,0.832
9710,random_player,0.571,0.208,0.221
9710,moderate_player,0.06,0.259,0.681
9710,advanced_player,0.035,0.131,0.834
9720,random_player,0.643,0.148,0.209
9720,moderate_player,0.06,0.268,0.672
9720,advanced_player,0.041,0.17,0.789
9730,random_player,0.607,0.162,0.231
9730,moderate_player,0.053,0.272,0.675
9730,advanced_player,0.042,0.15,0.808
9740,random_player,0.545,0.207,0.248
9740,moderate_player,0.038,0.242,0.72
9740,advanced_player,0.041,0.156,0.803
9750,random_player,0.541,0.208,0.251
9750,moderate_player,0.048,0.246,0.706
9750,advanced_player,0.045,0.142,0.813
9760,random_player,0.579,0.164,0.257
9760,moderate_player,0.055,0.265,0.68
9760,advanced_player,0.035,0.151,0.814
9770,random_player,0.563,0.194,0.243
9770,moderate_player,0.045,0.262,0.693
9770,advanced_player,0.048,0.148,0.804
9780,random_player,0.611,0.157,0.232
9780,moderate_player,0.046,0.274,0.68
9780,advanced_player,0.037,0.158,0.805
9790,random_player,0.582,0.177,0.241
9790,moderate_player,0.041,0.24,0.719
9790,advanced_player,0.039,0.159,0.802
9800,random_player,0.582,0.162,0.256
9800,moderate_player,0.049,0.244,0.707
9800,advanced_player,0.031,0.166,0.803
9810,random_player,0.596,0.16,0.244
9810,moderate_player,0.052,0.272,0.676
9810,advanced_player,0.037,0.155,0.808
9820,random_player,0.577,0.181,0.242
9820,moderate_player,0.053,0.271,0.676
9820,advanced_player,0.031,0.171,0.798
9830,random_player,0.568,0.152,0.28
9830,moderate_player,0.058,0.252,0.69
9830,advanced_player,0.034,0.185,0.781
9840,random_player,0.597,0.165,0.238
9840,moderate_player,0.06,0.263,0.677
9840,advanced_player,0.039,0.166,0.795
9850,random_player,0.58,0.162,0.258
9850,moderate_player,0.057,0.274,0.669
9850,advanced_player,0.048,0.178,0.774
9860,random_player,0.603,0.159,0.238
9860,moderate_player,0.082,0.286,0.632
9860,advanced_player,0.043,0.201,0.756
9870,random_player,0.604,0.143,0.253
9870,moderate_player,0.06,0.257,0.683
9870,advanced_player,0.031,0.196,0.773
9880,random_player,0.611,0.156,0.233
9880,moderate_player,0.07,0.261,0.669
9880,advanced_player,0.046,0.189,0.765
9890,random_player,0.622,0.14,0.238
9890,moderate_player,0.055,0.296,0.649
9890,advanced_player,0.046,0.174,0.78
9900,random_player,0.577,0.176,0.247
9900,moderate_player,0.05,0.264,0.686
9900,advanced_player,0.052,0.169,0.779
9910,random_player,0.6,0.152,0.248
9910,moderate_player,0.066,0.275,0.659
9910,advanced_player,0.045,0.187,0.768
9920,random_player,0.58,0.155,0.265
9920,moderate_player,0.065,0.301,0.634
9920,advanced_player,0.038,0.204,0.758
9930,random_player,0.612,0.151,0.237
9930,moderate_player,0.064,0.283,0.653
9930,advanced_player,0.051,0.177,0.772
9940,random_player,0.6,0.143,0.257
9940,moderate_player,0.061,0.252,0.687
9940,advanced_player,0.048,0.171,0.781
9950,random_player,0.569,0.17,0.261
9950,moderate_player,0.058,0.276,0.666
9950,advanced_player,0.041,0.196,0.763
9960,random_player,0.605,0.146,0.249
9960,moderate_player,0.057,0.265,0.678
9960,advanced_player,0.042,0.19,0.768
9970,random_player,0.605,0.158,0.237
9970,moderate_player,0.07,0.263,0.667
9970,advanced_player,0.042,0.211,0.747
9980,random_player,0.603,0.179,0.218
9980,moderate_player,0.084,0.29,0.626
9980,advanced_player,0.052,0.205,0.743
9990,random_player,0.553,0.185,0.262
9990,moderate_player,0.061,0.248,0.691
9990,advanced_player,0.038,0.177,0.785
10000,random_player,0.598,0.154,0.248
10000,moderate_player,0.07,0.266,0.664
10000,advanced_player,0.043,0.186,0.771
